Title,Price,Brand,Link
1 Kg De Base Glicerina Para Sabonete Art - Nossa Terra Cores,20,Marca não especificada,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=DTOdv5lMb8eQ0OmK7y8KAv1hjFpPCBVE7ewDHrMt07ehWqPsN%2FZcSAFCy1GbFRJaXOu2MG6BTlAUzpoWmXtToYR2Kfw68X%2FYJoveRmBKoP8V38O0vziAlCO%2BPLXJO90EMIU6GWRzDnZN2nAJnvntqaqFobqPj9%2BnP68FA49%2BKH7qw1AreYfgto1EzXAzt%2BQIz6u3Q7%2F4aA3q%2FJ3Rv5GZi10pGM%2BeC%2Fknj%2FyKM%2FxEdFx8H%2B%2FUOGJ9TRytvaKcoPCHQetydZgV2RjUnFMoKsLYP%2Bviht25%2FGBrIchk7GitnJdKb2Ayyrq9Dg7OAfDt0KPHg2d%2FBeOnBNRJkt2EtLJLnqzvwUH2doa6hVSyptr0Ls1Dn9d0w18RrQgCguJbimPDo8%2B52xbj6FQeyTGqZGmx3oPUxFmtk5vH9y3SwQkq0gslM4nxlcIcPjdUsf1IZy20jbh70NV5fZ%2B0pJ3okseG7y%2F8xbtE29xONZEDr9xSTc8AhUZ2BP7ZWLRBLcM3BKN0zVjRbaRa1DW01EQ3DT9UyTl2NIp0jQGaK0dXjD1Ax3mqKEwjZIh1mzIGQgZJYiQ5XMzhxeY8FFo0VEAuz4Aimae5g6aqV8fHlKpylPiszdA2Dq%2F8vlyDR28zLiFdg%2BsYY3P%2BO%2FkxQu%2B6OE0GmRG3a3WGsCy91SQDOpqJoFzSo%2FfZtu%2F4Kueqxstb2UkSQ8iGbtiYMlJ%2BYTwnHFDdH6CC9HQ%3D&rb=x
Kit 500 Mini Sabonete 10g Pousada Hotel Motel Airbnb Pousada,144,Marca não especificada,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=4fLJ9ZmnaGlckgCfy0u278qribi0gAUiy4%2BYSnwrTQ0eyA62zsXaTgu9l91SEotI%2F8yuUYPzfBA8P%2BPHAnV8URNRXA9baBFmkNucexrZFKX7b2pwKsLPS%2F8jwQ9ueqG0f7ZyPrsuU6KGug%2BhAiLMm6H2hqMMhRl%2FSKRgxHnxx68ZdaOiRVyf1qd7Fohj9PibPI2TJ9fnP0SiRFvEdTfKsCqdjqT%2BhSoqOGcTzYcyBRyLcnsvvmAfNaCfwDIi3f6im%2FoarFwHaho5lA5lEWrKo4IPs2j1vsGPkJ8VmXS1O8fXLq0WOxornWRn2kYQJq%2FeV%2FxW89m1aMU%2BF3uS5fIIe2Hx%2FccBSgSopmZ0I3cHyKrclkv%2FtFfnSK2dnwXE3bhdDlxFdn9S55r%2BEvwyWp9Veu9cQKt1KLct1XHd2QN6B8SN%2Fkqma9p3c%2BX7y4jEbLKXoTLmi33Zg5HV7%2B2WAd8OOE843%2F793Fr2DlxNsm%2BCyAUIAYcrROo64shTDVt%2BQgqZn7VDzY6b4o6PjcOH5RaWw4uEuRSUDDf3wjbgQ2iswMi7s6X89DY1dsesdB3nW3HfKn5LQCjoyv%2Bdl5yWi%2FAkyqYWyw9EQQOc3M39BYj2HKmxEw%2BpR9vs8VYXBFsbrAThvG2DpcNhGSmgbOLWRW8fhkYhnHALyeqC6SCcQKCEIjwOVcUTXyFTTLM8sJc4piGzHE46viAVoRtVqlBfMlFFJNtFi0w%3D&rb=x
Sabonete Classic Senador Kit 12 130g,78,Marca não especificada,https://www.mercadolivre.com.br/sabonete-classic-senador-kit-12-130g/p/MLB25938957#wid%3DMLB5102663498%26sid%3Dsearch%26searchVariation%3DMLB25938957%26position%3D4%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Kit 12 Sabonete Em Barra Nutri Spa Amêndoas Johnson's 80g,34,Marca não especificada,https://www.mercadolivre.com.br/kit-12-sabonete-em-barra-nutri-spa-amndoas-johnsons-80g/p/MLB28881714#wid%3DMLB4939485370%26sid%3Dsearch%26searchVariation%3DMLB28881714%26position%3D5%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete em barra Protex baby suave glicerina natural 85g,9,Marca não especificada,https://www.mercadolivre.com.br/sabonete-em-barra-protex-baby-suave-glicerina-natural-85g/p/MLB19466644#wid%3DMLB2769825897%26sid%3Dsearch%26searchVariation%3DMLB19466644%26position%3D6%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Palmolive Nutrição Intensiva Sabonete Em Barra naturals karité e vitamina e 85g x6,10,Marca não especificada,https://www.mercadolivre.com.br/palmolive-nutrico-intensiva-sabonete-em-barra-naturals-karite-e-vitamina-e-85g-x6/p/MLB18342008#wid%3DMLB3328050409%26sid%3Dsearch%26searchVariation%3DMLB18342008%26position%3D7%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
1kg De Base Glicerinada Para Sabonete Transparente Rp,18,Marca não especificada,https://www.mercadolivre.com.br/1kg-de-base-glicerinada-para-sabonete-transparente-rp/p/MLB21545251#wid%3DMLB3391493408%26sid%3Dsearch%26searchVariation%3DMLB21545251%26position%3D8%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Dove sabonete em barra 90g 6 unidades,21,Marca não especificada,https://www.mercadolivre.com.br/dove-sabonete-em-barra-90g-6-unidades/p/MLB28537683#wid%3DMLB3534116197%26sid%3Dsearch%26searchVariation%3DMLB28537683%26position%3D9%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Liquido Pessego E Damasco Premisse 5l,22,Marca não especificada,https://www.mercadolivre.com.br/sabonete-liquido-pessego-e-damasco-premisse-5l/p/MLB19784882#wid%3DMLB3889722171%26sid%3Dsearch%26searchVariation%3DMLB19784882%26position%3D10%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Base Glicerinada Branca Para Sabonete Nossa Terra,24,Marca não especificada,https://www.mercadolivre.com.br/base-glicerinada-branca-para-sabonete-nossa-terra/p/MLB22906791#wid%3DMLB3344432649%26sid%3Dsearch%26searchVariation%3DMLB22906791%26position%3D11%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Em Barra Dove Original 90 G 8 Unidades,40,Marca não especificada,https://www.mercadolivre.com.br/sabonete-em-barra-dove-original-90-g-8-unidades/p/MLB18342188#wid%3DMLB4427728508%26sid%3Dsearch%26searchVariation%3DMLB18342188%26position%3D12%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Vegetal De Glicerina Tradicional 90g Granado,8,Marca não especificada,https://www.mercadolivre.com.br/sabonete-vegetal-de-glicerina-tradicional-90g-granado/p/MLB18342225#wid%3DMLB2660229271%26sid%3Dsearch%26searchVariation%3DMLB18342225%26position%3D13%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete líquido 5L para mãos Deoline Premisse qualidade,26,Marca não especificada,https://www.mercadolivre.com.br/sabonete-liquido-5l-para-mos-deoline-premisse-qualidade/p/MLB19547045#wid%3DMLB4558903280%26sid%3Dsearch%26searchVariation%3DMLB19547045%26position%3D14%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
500 Mini Sabonete 10g Pousada Hotel Motel Spa Doação Hostel,144,Marca não especificada,https://www.mercadolivre.com.br/500-mini-sabonete-10g-pousada-hotel-motel-spa-doaco-hostel/p/MLB19813169#wid%3DMLB3137365729%26sid%3Dsearch%26searchVariation%3DMLB19813169%26position%3D15%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Francis Brasilidades Amora 80g Com 6 Unidades,19,Marca não especificada,https://www.mercadolivre.com.br/sabonete-francis-brasilidades-amora-80g-com-6-unidades/p/MLB31050171#wid%3DMLB4931825316%26sid%3Dsearch%26searchVariation%3DMLB31050171%26position%3D16%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Dove Sabonete Liquido Original 5 Litros,102,Marca não especificada,https://www.mercadolivre.com.br/dove-sabonete-liquido-original-5-litros/p/MLB17875839#wid%3DMLB2114884097%26sid%3Dsearch%26searchVariation%3DMLB17875839%26position%3D17%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Kit Sabonete em Barra Nivea Sensitive Pure Milk Beauty Elixir 6 Unidades com 90g Cada,31,Marca não especificada,https://www.mercadolivre.com.br/kit-sabonete-em-barra-nivea-sensitive-pure-milk-beauty-elixir-6-unidades-com-90g-cada/p/MLB18342490#wid%3DMLB3206068517%26sid%3Dsearch%26searchVariation%3DMLB18342490%26position%3D18%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Em Barra Odor De Rosas 90g Phebo,5,Marca não especificada,https://www.mercadolivre.com.br/sabonete-em-barra-odor-de-rosas-90g-phebo/p/MLB18342439#wid%3DMLB4509195704%26sid%3Dsearch%26searchVariation%3DMLB18342439%26position%3D19%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabão em barra Phebo Vegetal Toque de Lavanda de 90 g,4,Marca não especificada,https://www.mercadolivre.com.br/sabo-em-barra-phebo-vegetal-toque-de-lavanda-de-90-g/p/MLB18342420#wid%3DMLB4759354096%26sid%3Dsearch%26searchVariation%3DMLB18342420%26position%3D20%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Clorexidina 2% Degermante Rioquimica 1 Litro - Antisséptico,28,Marca não especificada,https://www.mercadolivre.com.br/clorexidina-2-degermante-rioquimica-1-litro-antisseptico/p/MLB19983036#wid%3DMLB3052588975%26sid%3Dsearch%26searchVariation%3DMLB19983036%26position%3D21%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabão em barra Palmolive Segredo Sedutor de 85 g pacote x 6,11,Marca não especificada,https://www.mercadolivre.com.br/sabo-em-barra-palmolive-segredo-sedutor-de-85-g-pacote-x-6/p/MLB18341925#wid%3DMLB3418638687%26sid%3Dsearch%26searchVariation%3DMLB18341925%26position%3D22%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Líquido Óleo De Banho 200ml Nivea,31,Marca não especificada,https://www.mercadolivre.com.br/sabonete-liquido-oleo-de-banho-200ml-nivea/p/MLB17875987#wid%3DMLB2108045455%26sid%3Dsearch%26searchVariation%3DMLB17875987%26position%3D23%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Gerânio Bourbon 100g Phebo,6,Marca não especificada,https://www.mercadolivre.com.br/sabonete-gernio-bourbon-100g-phebo/p/MLB18342030#wid%3DMLB2137480577%26sid%3Dsearch%26searchVariation%3DMLB18342030%26position%3D24%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Em Barra Nivea Lavanda & Óleos 85g,3,Marca não especificada,https://www.mercadolivre.com.br/sabonete-em-barra-nivea-lavanda-oleos-85g/p/MLB18342089#wid%3DMLB3772388262%26sid%3Dsearch%26searchVariation%3DMLB18342089%26position%3D25%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
"Clorexidina 0,2% Riohex Solução Aquosa 1 Litro Rioquímica",11,Marca não especificada,https://www.mercadolivre.com.br/clorexidina-02-riohex-soluco-aquosa-1-litro-rioquimica/p/MLB19546388#wid%3DMLB3793838032%26sid%3Dsearch%26searchVariation%3DMLB19546388%26position%3D26%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete em Barra Protex Limpeza Profunda 85g 6 unidades,15,Marca não especificada,https://www.mercadolivre.com.br/sabonete-em-barra-protex-limpeza-profunda-85g-6-unidades/p/MLB18395491#wid%3DMLB3125960321%26sid%3Dsearch%26searchVariation%3DMLB18395491%26position%3D27%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Caixa sabonete de glicerina Phebo Amazônia 8 unidades 90gr,69,Marca não especificada,https://www.mercadolivre.com.br/caixa-sabonete-de-glicerina-phebo-amaznia-8-unidades-90gr/p/MLB19543032#wid%3DMLB5088331004%26sid%3Dsearch%26searchVariation%3DMLB19543032%26position%3D28%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Antibacteriano Protex Nutri Macadâmia 85g Leve 6 P5,16,Marca não especificada,https://www.mercadolivre.com.br/sabonete-antibacteriano-protex-nutri-macadmia-85g-leve-6-p5/p/MLB18342059#wid%3DMLB3118855853%26sid%3Dsearch%26searchVariation%3DMLB18342059%26position%3D29%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete líquido Dove Pro Nutrição Profunda fragrância original em líquido 2 L,58,Marca não especificada,https://www.mercadolivre.com.br/sabonete-liquido-dove-pro-nutrico-profunda-fragrncia-original-em-liquido-2-l/p/MLB17875732#wid%3DMLB2098211688%26sid%3Dsearch%26searchVariation%3DMLB17875732%26position%3D30%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Antibacteriano Em Barra Protex Balance 85g 6un,16,Marca não especificada,https://www.mercadolivre.com.br/sabonete-antibacteriano-em-barra-protex-balance-85g-6un/p/MLB18341931#wid%3DMLB2868612175%26sid%3Dsearch%26searchVariation%3DMLB18341931%26position%3D31%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabão em barra Granado Enxofre de 90 g,9,Marca não especificada,https://www.mercadolivre.com.br/sabo-em-barra-granado-enxofre-de-90-g/p/MLB18341948#wid%3DMLB3467102569%26sid%3Dsearch%26searchVariation%3DMLB18341948%26position%3D32%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Kit Sabonete em Barra de Glicerina Phebo Amarelo 8 unidades 90g,39,Marca não especificada,https://www.mercadolivre.com.br/kit-sabonete-em-barra-de-glicerina-phebo-amarelo-8-unidades-90g/p/MLB19538172#wid%3DMLB3674881910%26sid%3Dsearch%26searchVariation%3DMLB19538172%26position%3D33%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabão em barra Nivea Hidratante Leite de 85 g pacote x 6,25,Marca não especificada,https://www.mercadolivre.com.br/sabo-em-barra-nivea-hidratante-leite-de-85-g-pacote-x-6/p/MLB18341870#wid%3DMLB3690104357%26sid%3Dsearch%26searchVariation%3DMLB18341870%26position%3D34%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete líquido para corpo e mãos Lux botanicals flor de cerejeira 1L,16,Marca não especificada,https://www.mercadolivre.com.br/sabonete-liquido-para-corpo-e-mos-lux-botanicals-flor-de-cerejeira-1l/p/MLB17875912#wid%3DMLB3253424221%26sid%3Dsearch%26searchVariation%3DMLB17875912%26position%3D35%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Francis Brasilidades Água De Coco 80g Com 6 Unids,19,Marca não especificada,https://www.mercadolivre.com.br/sabonete-francis-brasilidades-agua-de-coco-80g-com-6-unids/p/MLB31048847#wid%3DMLB4931768186%26sid%3Dsearch%26searchVariation%3DMLB31048847%26position%3D36%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Dove Cuida e Protege sabonete antibacteriano 90gr 6 unidades,21,Marca não especificada,https://www.mercadolivre.com.br/dove-cuida-e-protege-sabonete-antibacteriano-90gr-6-unidades/p/MLB18342195#wid%3DMLB3249816089%26sid%3Dsearch%26searchVariation%3DMLB18342195%26position%3D37%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Caixa Sabonete de Glicerina Phebo Comemorativa dos 400 Anos de Belém x8 Unidades 90g,41,Marca não especificada,https://www.mercadolivre.com.br/caixa-sabonete-de-glicerina-phebo-comemorativa-dos-400-anos-de-belem-x8-unidades-90g/p/MLB19531743#wid%3DMLB3145011459%26sid%3Dsearch%26searchVariation%3DMLB19531743%26position%3D38%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Líquido Hidratação Glicerinada da Cabeça aos Pés Dove Baby Frasco 400ml,26,Marca não especificada,https://www.mercadolivre.com.br/sabonete-liquido-hidrataco-glicerinada-da-cabeca-aos-pes-dove-baby-frasco-400ml/p/MLB18406873#wid%3DMLB3841409483%26sid%3Dsearch%26searchVariation%3DMLB18406873%26position%3D39%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabão em barra Dove Óleo de Karité e Baunilha Delicious Care de 90 g pacote x 6,21,Marca não especificada,https://www.mercadolivre.com.br/sabo-em-barra-dove-oleo-de-karite-e-baunilha-delicious-care-de-90-g-pacote-x-6/p/MLB18342303#wid%3DMLB3293896289%26sid%3Dsearch%26searchVariation%3DMLB18342303%26position%3D40%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Em Barra Alma De Flores - Pack C/ 3 (1 De Cada) Wxz,26,Marca não especificada,https://www.mercadolivre.com.br/sabonete-em-barra-alma-de-flores-pack-c-3-1-de-cada-wxz/p/MLB41601565#wid%3DMLB3871367435%26sid%3Dsearch%26searchVariation%3DMLB41601565%26position%3D41%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Refil gel limpeza Effaclar concentrado 240g La Roche-posay,79,Marca não especificada,https://www.mercadolivre.com.br/refil-gel-limpeza-effaclar-concentrado-240g-la-roche-posay/p/MLB19763189#wid%3DMLB3368193209%26sid%3Dsearch%26searchVariation%3DMLB19763189%26position%3D42%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Kit Sabonete Hidratante em Barra Dove 90g com 6 unidades,26,Marca não especificada,https://www.mercadolivre.com.br/kit-sabonete-hidratante-em-barra-dove-90g-com-6-unidades/p/MLB34238678#wid%3DMLB3646766647%26sid%3Dsearch%26searchVariation%3DMLB34238678%26position%3D43%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Em Barra Amazonian 90g Phebo,4,Marca não especificada,https://www.mercadolivre.com.br/sabonete-em-barra-amazonian-90g-phebo/p/MLB18342164#wid%3DMLB2670027680%26sid%3Dsearch%26searchVariation%3DMLB18342164%26position%3D44%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Glicerina Bebe 90g Granado,7,Marca não especificada,https://www.mercadolivre.com.br/sabonete-glicerina-bebe-90g-granado/p/MLB18342630#wid%3DMLB3786463990%26sid%3Dsearch%26searchVariation%3DMLB18342630%26position%3D45%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Antibacteriano Em Barra Protex Aveia 85g Promo 6un,16,Marca não especificada,https://www.mercadolivre.com.br/sabonete-antibacteriano-em-barra-protex-aveia-85g-promo-6un/p/MLB18341878#wid%3DMLB3126059483%26sid%3Dsearch%26searchVariation%3DMLB18341878%26position%3D46%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Alfazema Classic Kanitz 150 Gr,18,Marca não especificada,https://www.mercadolivre.com.br/sabonete-alfazema-classic-kanitz-150-gr/p/MLB20306171#wid%3DMLB3203192710%26sid%3Dsearch%26searchVariation%3DMLB20306171%26position%3D47%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Sabonete Líquido Protex Nutri Protect Vitamina E 900ml,33,Marca não especificada,https://www.mercadolivre.com.br/sabonete-liquido-protex-nutri-protect-vitamina-e-900ml/p/MLB17876076#wid%3DMLB3846161890%26sid%3Dsearch%26searchVariation%3DMLB17876076%26position%3D48%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Kit 500 Mini Sabonete 15g Hotel Motel Pousada Castanha Luxo,195,Marca não especificada,https://www.mercadolivre.com.br/kit-500-mini-sabonete-15g-hotel-motel-pousada-castanha-luxo/p/MLB20630966#wid%3DMLB3132382604%26sid%3Dsearch%26searchVariation%3DMLB20630966%26position%3D49%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
Kit 100 Sabonete 10g+ 100 Shampoo 2x1 Motel Hotel Spa Doação,77,Marca não especificada,https://www.mercadolivre.com.br/kit-100-sabonete-10g-100-shampoo-2x1-motel-hotel-spa-doaco/p/MLB25641827#wid%3DMLB3862231968%26sid%3Dsearch%26searchVariation%3DMLB25641827%26position%3D50%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
50 Shampoo 2 Em 1 - 35ml E Sabonete 15g Pitanga Motel Hotel,78,Marca não especificada,https://www.mercadolivre.com.br/50-shampoo-2-em-1-35ml-e-sabonete-15g-pitanga-motel-hotel/p/MLB36427980#wid%3DMLB3677234839%26sid%3Dsearch%26searchVariation%3DMLB36427980%26position%3D3%26search_layout%3Dgrid%26type%3Dproduct%26tracking_id%3D93c3bfbc-e617-40f6-b6e5-fa0b7bb5534e
